alpha,d2,q_pereg,pist_omega,p_0,Cq,V_max,p_max,shtraf,fit
3.5679198258874045,16.796634821122133,17.387089804451847,10.6936420288251,100000000.0,2.5,1278.699542837518,1002511941.637586,8.373138791953352,1270.3264040455647
10.3951691563837,11.10757548304422,14.823043117554407,5.697553388132148,100000000.0,2.5,1256.8046482031725,1003077883.8921494,10.259612973831281,1246.5450352293412
10.875956119469803,6.944844050262203,19.781224360587427,21.84654974832477,100000000.0,2.5,1150.0651735612887,1001267792.9496912,4.22597649897034,1145.8391970623184
13.759524817295024,7.53694464758115,16.433152895451578,22.050371728901407,100000000.0,2.5,1150.0200401063148,1005814101.5988722,19.38033866290698,1130.6397014434078
9.412579782924203,15.408845161035979,17.855139464299537,18.657294068458466,100000000.0,2.5,1175.0514194687248,1002171628.275082,7.238760916940009,1167.8126585517848
11.087511932549623,8.463287109547847,5.357615687044253,17.733130248911124,100000000.0,2.5,1254.3366427812189,1001896618.1902289,6.322060634096488,1248.0145821471224
12.581272135623399,6.56164426445566,3.8237584717989415,35.30002745969459,100000000.0,2.5,1130.4829347349744,1002673113.5756465,8.91037858548816,1121.5725561494862
10.104663315173774,11.086518168205156,11.155120714157285,26.254038405469096,100000000.0,2.5,1160.457158309961,1001753919.4582968,5.846398194322319,1154.6107601156386
12.203830909107129,17.1732431935025,11.1997392917199,21.566462133877312,100000000.0,2.5,1171.8146164147204,1000526846.8224145,1.7561560747149088,1170.0584603400055
9.404551094486195,9.740821973330213,13.050259182931848,31.030699535030653,100000000.0,2.5,1131.5458947606712,1005510833.612427,18.36944537475665,1113.1764493859146
8.04450812310456,16.09714081957296,13.256400108455303,15.459977688662647,100000000.0,2.5,1233.5099465768403,1003836678.5225973,12.788928408657739,1220.7210181681826
4.54598310950753,10.580223720017013,1.2784329770120333,13.273941301170822,100000000.0,2.5,1464.5271695795611,997189246.5024801,0,1464.5271695795611
7.312166659507744,5.456957328337191,2.3575025620523675,18.578086231264074,100000000.0,2.5,1314.7755639018392,1002641104.3916528,8.803681305509144,1305.97188259633
9.70113676680469,20.98612972743306,15.696530061813938,12.730603421361984,100000000.0,2.5,1299.3711959032198,913527226.4025418,0,1299.3711959032198
5.631549115414189,20.79162146760738,14.441044192267302,32.57749546269929,100000000.0,2.5,1188.067805189471,684418763.6449178,0,1188.067805189471
5.358604375317492,19.04734442474424,14.654294303803598,8.131357463011192,100000000.0,2.5,1265.0754406681,1002364098.7258321,7.88032908610694,1257.1951115819932
7.275218809058599,15.839971091958589,16.132452467014335,25.89479138572698,100000000.0,2.5,1157.2440453914376,1003805268.2531793,12.684227510597339,1144.5598178808402
8.38749536796682,10.354303421320042,3.9936569210016017,17.833835752253286,100000000.0,2.5,1279.73348737902,1000338053.5036219,1.126845012072863,1278.6066423669472
13.348561462407869,6.092798877884798,17.771030498406187,18.43642597611116,100000000.0,2.5,1172.791315048237,1001282602.0003419,4.275340001139284,1168.5159750470978
8.1694607339977,13.437215179549451,5.282003319986115,21.567063695047295,100000000.0,2.5,1238.9803951000963,1005908442.1522892,19.69480717429724,1219.285587925799
8.364498068412182,14.584808138976264,15.919413403648043,12.883918771479918,100000000.0,2.5,1236.314740099222,1003036254.8510203,10.120849503401132,1226.193890595821
11.523595281685537,14.49427833189138,7.254122975200834,14.376880909271332,100000000.0,2.5,1254.005811961198,1001807365.3895229,6.024551298409733,1247.9812606627884
6.924598160346179,7.4453922113765385,7.742404616682395,14.68928865412742,100000000.0,2.5,1297.1749328252554,1003684443.4339851,12.281478113283356,1284.893454711972
11.007470236510034,9.272667733864182,10.224332243882726,17.497797128858394,100000000.0,2.5,1224.4205287166733,1004982538.086201,16.60846028733613,1207.8120684293372
5.8869660278745854,15.204354980977447,16.870741394636386,15.192580684863948,100000000.0,2.5,1232.2845356395517,1003872665.3191118,12.908884397039401,1219.3756512425123
3.4983323079221775,16.12496180107445,15.046248955784828,16.528658959517877,100000000.0,2.5,1274.7309848221514,1000893271.0954565,2.9775703181881,1271.7534145039633
5.559827197210069,14.894997943392662,12.946028407988559,17.061140622427693,100000000.0,2.5,1252.8566568760236,1002931746.6120747,9.772488706915738,1243.084168169108
5.039971763066702,10.552249935002568,2.9764906924001164,11.21993872015385,100000000.0,2.5,1459.185669851242,1000552360.2969663,1.8412009898875112,1457.3444688613545
4.106032294601841,11.987025168254679,18.424688858753964,9.697006665407967,100000000.0,2.5,1274.6430865536092,1001940400.849243,6.468002830809837,1268.1750837227994
6.8788711863888805,17.147442498583363,9.072991199648474,22.987797852348574,100000000.0,2.5,1216.4235080442372,1000802257.3617125,2.674191205708212,1213.749316838529
4.597425188762719,7.402208257228969,8.059213865295655,12.765642050295362,100000000.0,2.5,1466.1718265284183,1005285074.2156042,17.616914052013726,1448.5549124764045
5.16986363412923,15.145804425158575,14.97716828983098,10.343793680288101,100000000.0,2.5,1263.199800520745,1000849682.3789645,2.832274596548359,1260.3675259241966
9.389468309289436,11.389334379967593,6.650553101764572,15.98065522042007,100000000.0,2.5,1265.4541382520806,1003228591.4411739,10.761971470579738,1254.6921667815009
9.200928015991806,8.94551357940347,6.119018161192248,13.853068911810379,100000000.0,2.5,1292.4327233360348,1002296746.1976924,7.655820658974335,1284.7769026770604
13.68348224720192,12.060054054106619,16.66300951359995,19.376418071500677,100000000.0,2.5,1155.1492364574751,1002719289.4328184,9.064298109394713,1146.0849383480804
9.357388892900259,17.09004945653426,9.643242008675985,25.32836941239402,100000000.0,2.5,1170.1472095421477,1004103537.103597,13.678457011989849,1156.4687525301579
4.19434561063071,14.954588823909534,8.156431466836537,24.612454541106466,100000000.0,2.5,1276.0571428040296,1003825351.0575126,12.751170191708752,1263.3059726123208
10.013497229219897,12.084934231724484,12.465545961832845,9.426172938868817,100000000.0,2.5,1267.381889202357,1001038569.9038798,3.4618996795989005,1263.919989522758
5.836166680171435,9.25864345100579,1.962740187254521,16.156262199960587,100000000.0,2.5,1348.3300428675755,1004093448.6599054,13.644828866351418,1334.685214001224
8.447852469627694,14.360061350943345,4.1865552111282405,17.875701191657004,100000000.0,2.5,1268.4684359083908,1001262057.8562894,4.206859520964372,1264.2615763874264
10.144573449226927,8.231957607611054,11.744907455496456,17.852243984178852,100000000.0,2.5,1221.3036351301473,1001225561.516739,4.08520505579645,1217.2184300743509
5.464808051183676,12.201659027121334,18.60900796687645,12.302628675197555,100000000.0,2.5,1235.5074195681761,1002300672.7770735,7.66890925691132,1227.8385103112648
3.2469235698931196,15.912704171419923,14.921946316737415,20.35267035058199,100000000.0,2.5,1271.6095243498253,1000593967.7756928,1.979892585642574,1269.6296317641827
7.995400999326037,11.528623211422184,3.0469217803185336,9.87709894975898,100000000.0,2.5,1348.5263046001587,1000337584.0241134,1.1252800803777063,1347.401024519781
11.382311137863434,6.717195714193167,5.305448023926089,24.535989527178014,100000000.0,2.5,1206.2781459012513,1002282361.2987403,7.6078709958005675,1198.6702749054507
7.131598833868091,16.468176851846177,15.006542594065117,12.726843396544472,100000000.0,2.5,1244.413473979435,1000746784.5052325,2.4892816841079366,1241.924192295327
8.273100569046079,12.877054574506614,12.789035586447632,8.54570924895375,100000000.0,2.5,1266.023009382043,1001703403.4755889,5.67801158529619,1260.3449977967468
8.480215954358306,5.423276786850535,5.822372888230867,31.5003285832811,100000000.0,2.5,1186.823149942619,1005740897.3041105,19.136324347035043,1167.686825595584
5.541613919225889,19.88959806628295,12.629441599133889,12.663812346552714,100000000.0,2.5,1247.4452783755394,1000015816.7270874,0.05272242362434554,1247.392555951915
12.08471568377594,12.117224976541879,14.324028082351498,20.560964225963215,100000000.0,2.5,1166.9364180440448,1001151268.110977,3.837560369923267,1163.0988576741215
11.323563824315404,14.417316038857791,8.818052859228093,13.550012508363197,100000000.0,2.5,1251.9578763440777,1001487650.1301993,4.958833767330816,1246.999042576747
6.32516075414527,20.634739123971503,8.933567744217132,29.95447714586651,100000000.0,2.5,1226.0755118734246,720990826.753357,0,1226.0755118734246
13.201935119019348,8.783655817614685,18.58488145424623,6.995045329594337,100000000.0,2.5,1230.129538780415,1003868628.8025348,12.895429341782346,1217.2341094386327
4.851858150611025,12.853832266129084,15.508329322492312,15.041653860265289,100000000.0,2.5,1250.8249051087219,1001311553.0201693,4.371843400564103,1246.4530617081577
13.648571679221737,16.128380914435283,1.9292497860875564,19.533811925728045,100000000.0,2.5,1237.80721569814,1009183108.1679535,30.610360559844594,1207.1968551382954
9.306630938866224,13.941529697540785,2.3185527349599697,16.937298018026937,100000000.0,2.5,1281.9366298270888,1004637028.6766791,15.456762255596914,1266.479867571492
7.683448138477462,8.327227636336893,6.168988227563627,13.063115153881183,100000000.0,2.5,1310.7328705555224,1002663854.8925656,8.879516308551956,1301.8533542469704
6.865779879487199,9.878317900760788,3.420379087139543,13.461929141854926,100000000.0,2.5,1337.4129687140173,1001157180.201822,3.8572673394064623,1333.5557013746109
6.351600996586524,11.525156312940714,2.809027873985408,15.423063979973367,100000000.0,2.5,1330.7806388862662,1004629461.5701475,15.43153856715844,1315.3491003191077
4.619265414612328,13.062979748537568,6.206291962991273,20.507622214405824,100000000.0,2.5,1303.054661543573,1001038572.0948122,3.4619069827072053,1299.5927545608658
10.705650297229251,8.710899475937037,11.036258497989024,17.64907120588227,100000000.0,2.5,1223.5683201906124,1003604682.9099696,12.015609699898505,1211.552710490714
5.973464900362064,8.43274444553334,19.86585007289559,14.061007209759453,100000000.0,2.5,1219.3279955741427,1001518728.51448,5.062428381599602,1214.2655671925431
3.7005917896017326,13.861754528394071,15.302810277596583,16.360230454842064,100000000.0,2.5,1273.470771682804,1001633993.727312,5.446645757706392,1268.0241259250977
4.169181724411529,13.909929853400527,16.142605120107948,17.4733474479538,100000000.0,2.5,1250.272390281659,1002177463.3917135,7.258211305711484,1243.0141789759475
6.550231212536087,12.685447414819862,8.578940660961788,9.03472227823991,100000000.0,2.5,1308.3061408343704,1000760453.278767,2.534844262556362,1305.771296571814
4.855355866705855,9.984448059689232,7.063409888524568,10.69931591071717,100000000.0,2.5,1358.2845715130818,1000278530.1274279,0.9284337580929787,1357.3561377549888
10.324263872651407,9.739055792855329,8.833627308116823,16.71479199317531,100000000.0,2.5,1242.8153264725727,1001191947.0261008,3.9731567536691728,1238.8421697189035
5.252015663121915,12.092280756158955,9.481518072212854,14.030787338365322,100000000.0,2.5,1295.3368947413217,1001366084.7703787,4.553615901262219,1290.7832788400594
3.3939324371084343,16.02034507434901,14.9836489302127,18.912276180210498,100000000.0,2.5,1270.0482944185628,1002005544.177532,6.6851472584398834,1263.363147160123
10.82008050007314,8.911965567515773,10.074557632604394,14.753432387082231,100000000.0,2.5,1247.5923866997855,1004270704.9807355,14.235683269118454,1233.356703430667
6.3697834274707725,12.135049546602556,15.24373305723072,16.68167238270319,100000000.0,2.5,1239.8575448094261,1000680549.8837177,2.2684996123921337,1237.589045197034
6.5748402788321245,11.579422531539924,8.510527610188088,20.680561858457374,100000000.0,2.5,1253.921008139798,1001666464.8505379,5.554882835126136,1248.3661253046719
6.52116557912863,10.643988045223129,6.845234567524253,9.564762472144736,100000000.0,2.5,1326.5313081276004,1002523720.0165123,8.412400055040962,1318.1189080725594
5.029114899592207,11.600016181087371,4.006204101342978,11.80316997038352,100000000.0,2.5,1362.7566680651669,1004159573.278848,13.865244262826764,1348.8914238023401
5.664401329121729,11.601444331631052,6.254079297978185,14.726526220714995,100000000.0,2.5,1314.2212671034897,1000886411.2408587,2.9547041361952324,1311.2665629672945
5.870624567963804,8.305155999274234,12.901949564970549,10.785108334244539,100000000.0,2.5,1286.8194604554155,1004556523.8419724,15.188412806574433,1271.631047648841
4.673871079841162,11.483793223972036,10.281695403688538,14.071789822673828,100000000.0,2.5,1301.7906760871606,1000221918.9319237,0.7397297730790342,1301.0509463140816
10.665332213526321,14.74742242620538,11.389456153534786,14.718416813372915,100000000.0,2.5,1230.237275702895,1002516659.6010692,8.388865336897197,1221.8484103659978
3.611686369428073,15.73692652246744,10.860282404404781,17.522767822172472,100000000.0,2.5,1298.0646274691667,1002680420.3049195,8.93473434973157,1289.129893119435
7.573299834216261,12.712633738916274,2.269783243812796,17.426793883606923,100000000.0,2.5,1297.4523156248144,1001025550.3128917,3.418501042972366,1294.033814581842
6.875206966911659,13.523799145258769,12.595390778880997,10.590109897559943,100000000.0,2.5,1265.8557577050124,1003868915.3883151,12.896384627716998,1252.9593730772954
8.928264997715726,12.42803605787299,12.947302033089505,11.717629216996613,100000000.0,2.5,1260.8437726833195,1005277359.0388238,17.591196796079203,1243.2525758872403
7.613586529266506,16.53106611154214,10.07606683292336,23.497284272695627,100000000.0,2.5,1197.1305826142238,1003793901.8650743,12.646339550247376,1184.4842430639765
4.928974208186371,12.76468330893411,7.10136998722236,19.348809666796505,100000000.0,2.5,1297.1956486652634,1002639921.4637296,8.799738212431748,1288.3959104528317
5.939374074230365,11.19780017311594,17.11322390316012,8.560028947336376,100000000.0,2.5,1257.4578916140802,1004035764.2152712,13.452547384237278,1244.0053442298429
5.107232070145216,13.263899419188665,12.871345606723608,10.94010533513433,100000000.0,2.5,1283.2079019014593,1002453442.0777631,8.178140259210068,1275.0297616422492
5.541613919225889,20.19016342858997,12.629441599133889,12.663812346552714,100000000.0,2.5,1244.9090853890152,1000987837.1821063,3.2927906070208337,1241.6162947819944
3.516630892776507,11.987025168254679,18.424688858753964,9.697006665407967,100000000.0,2.5,1463.6706890633013,974302424.6076742,0,1463.6706890633013
5.8869660278745854,15.204354980977447,16.870741394636386,12.98817578759187,100000000.0,2.5,1232.2587891628755,1002411608.3966329,8.038694655442669,1224.2200945074328
12.08471568377594,12.117224976541879,14.324028082351498,23.17982662520761,100000000.0,2.5,1152.793987516921,1008235491.7548563,27.45163918285425,1125.3423483340669
11.007470236510034,8.323112530641001,10.224332243882726,17.497797128858394,100000000.0,2.5,1226.5772970620596,1004659654.990126,15.532183300420002,1211.0451137616396
13.648571679221737,16.128380914435283,1.9292497860875564,17.951071024151243,100000000.0,2.5,1250.7541440823932,1008431420.315752,28.104734385839947,1222.6494096965532
7.8619403708479085,14.584808138976264,15.919413403648043,12.883918771479918,100000000.0,2.5,1241.7549434316754,1004352926.1429055,14.509753809684753,1227.2451896219907
4.928079679617433,10.080296816680882,5.136500480941314,10.896307950161697,100000000.0,2.5,1461.1231260423124,1009268267.6304069,30.89422543468936,1430.228900607623
4.702671358373313,10.562769702000647,1.7113616386977089,12.212457387788833,100000000.0,2.5,1453.2647798376138,1002529905.1095091,8.43301703169709,1444.8317628059167
6.209065471234417,9.638285219026331,5.814379551250793,13.212255616687886,100000000.0,2.5,1322.8560320387835,1004003731.1415485,13.345770471828018,1309.5102615669555
4.570797403120601,9.876312131836592,4.409358871945395,13.128930461258769,100000000.0,2.5,1466.3404990736656,1003070529.9500974,10.235099833657841,1456.1053992400077
4.417788799595347,8.408484537812134,18.319607028474273,10.635702944205235,100000000.0,2.5,1272.4689193554855,1000724175.8395118,2.4139194650388163,1270.0549998904467
7.247446237074643,12.78723236592525,6.822106419270334,16.74889835381884,100000000.0,2.5,1277.5617395800086,1002400666.2673798,8.002220891265551,1269.559518688743
5.216558063647781,12.972315507780728,7.360655341619884,15.962625116908292,100000000.0,2.5,1302.3554562061122,1001557170.088291,5.190566960970045,1297.1648892451421
4.145621308148984,10.562187568426303,9.672696856085949,15.48676975982009,100000000.0,2.5,1315.0717681599742,1003042778.3814825,10.142594604941223,1304.929173555033
6.556924683446614,12.405851477936483,9.063383251796449,11.004270349620635,100000000.0,2.5,1295.3419275302238,1001865206.3761903,6.217354587300633,1289.1245729429231
5.182865902097651,10.859104263116775,6.562925305866336,12.857502634588133,100000000.0,2.5,1331.2040176621667,1000941712.8967379,3.13904298912621,1328.0649746730405
5.791558939848844,11.19363588562728,2.194376255125354,14.696223947823759,100000000.0,2.5,1350.7923898069962,1000316628.9843493,1.0554299478308167,1349.7369598591654
5.643594701645941,10.11200227381812,11.47697311676544,8.853988486964617,100000000.0,2.5,1300.4074376607662,1000020444.2729572,0.06814757652364278,1300.3392900842425
5.706817923257359,11.197084032242028,12.67933447364253,13.82757416480749,100000000.0,2.5,1267.4055425916938,1003199133.9165468,10.66377972182272,1256.741762869871
4.5052476310675775,13.51775404937317,11.738178610056181,16.78935039997199,100000000.0,2.5,1274.5151292065902,1000901982.5060152,3.0066083533838537,1271.5085208532064
5.324869855514741,11.549106432549392,9.797609501715257,18.489790522377643,100000000.0,2.5,1277.2529072682194,1002119090.3220406,7.0636344068016115,1270.1892728614177
6.515735576410872,13.732984721817667,8.917900210525554,19.841654945287814,100000000.0,2.5,1250.6083429976445,1001645711.0204307,5.48570340143533,1245.1226395962092
7.539214870353,11.22212114490337,8.451505694125089,13.002343010406628,100000000.0,2.5,1289.640582247516,1003347126.041773,11.157086805909785,1278.4834954416062
5.314709372560559,11.385198161345343,17.794056791314716,9.609396839835519,100000000.0,2.5,1255.742088220816,1008653168.9049603,28.843896349867464,1226.8981918709485
4.753641721718887,11.352787826988177,3.237751358475874,12.232155983834575,100000000.0,2.5,1468.624749611811,922928473.4308801,0,1468.624749611811
4.679580294836384,12.96893552721194,6.714735409061489,19.813019596500403,100000000.0,2.5,1301.6768209833342,1003633743.1291263,12.112477097087321,1289.564343886247
6.323252293517438,11.864660730651176,5.311115813841232,9.950129758317804,100000000.0,2.5,1339.185508061212,1004534031.2470994,15.113437490331307,1324.0720705708807
5.801306717446171,11.708696461980605,9.141469311228462,14.906552338731247,100000000.0,2.5,1288.5423769275912,1003289604.456285,10.965348187616655,1277.5770287399746
7.16860195601775,12.957724658862988,10.028788930415285,14.738065323687843,100000000.0,2.5,1273.309572721514,1004079347.1966913,13.597823988970958,1259.7117487325431
4.945860634570941,13.032697971081324,10.910714401951415,16.373467177252685,100000000.0,2.5,1276.3395973102593,1003575090.2819499,11.916967606499384,1264.4226297037599
4.630059857090299,9.17579868905398,8.60606046599823,13.07593216033764,100000000.0,2.5,1325.7363621142415,1000833520.6762729,2.778402254242792,1322.9579598599987
3.926928251657312,9.434867125706964,12.982511351181131,10.727678048959456,100000000.0,2.5,1457.7652756272196,1006396658.721292,21.32219573763996,1436.4430798895796
3.614082386697167,13.620951904903931,11.997709792739473,15.150671547513241,100000000.0,2.5,1305.0186821365253,1003533903.0447901,11.779676815966923,1293.2390053205584
3.956179268497825,12.374623075990614,11.613892354144511,15.180471493565298,100000000.0,2.5,1300.3985974740453,1003563833.2867569,11.87944428918945,1288.519153184856
5.651462932587052,10.841606021626163,9.956121191137875,12.793194202467744,100000000.0,2.5,1292.4395365247858,1000100427.435559,0.33475811852986226,1292.104778406256
4.619265414612328,13.062979748537568,6.038192263178717,20.507622214405824,100000000.0,2.5,1304.8065725002657,1001042381.3888787,3.474604629595433,1301.3319678706703
8.909539162408532,12.32059890470152,14.443677906047458,15.143585501495533,100000000.0,2.5,1228.2250227293382,1002117901.7560863,7.059672520287677,1221.1653502090505
6.3697834274707725,12.135049546602556,15.24373305723072,16.590831261095545,100000000.0,2.5,1239.265816600256,1002772064.1241702,9.24021374723361,1230.0256028530223
5.039971763066702,10.552249935002568,2.9764906924001164,9.359323248460411,100000000.0,2.5,1444.515073767073,1001816113.3203665,6.053711067888344,1438.4613626991847
10.82008050007314,8.74843510885476,10.074557632604394,14.753432387082231,100000000.0,2.5,1247.8694288282697,1003113491.2733706,10.378304244568426,1237.4911245837013
5.474505527092991,10.580223720017013,1.2784329770120333,13.273941301170822,100000000.0,2.5,1379.9715514721058,1001750301.1510307,5.834337170102117,1374.1372143020037
10.903727038946823,9.739055792855329,8.833627308116823,16.71479199317531,100000000.0,2.5,1238.8366362588483,1001767118.7989234,5.890395996410916,1232.9462402624374
5.702577729257655,15.204354980977447,16.870741394636386,12.087519306463687,100000000.0,2.5,1237.78956996426,1000423045.9225793,1.4101530752641338,1236.3794168889958
5.1603787945640445,10.248866471117092,8.094675310726455,9.85720276355777,100000000.0,2.5,1331.2534100882917,1002006080.2498765,6.686934166255014,1324.5664759220367
6.057617714782075,11.66359009881286,4.7370362700910045,13.967891739639764,100000000.0,2.5,1326.7853816558659,1001282984.1455215,4.276613818404712,1322.5087678374612
4.646128001691038,10.606488283344957,9.888116978668688,11.613810538009867,100000000.0,2.5,1315.7067577368668,1005055843.3642044,16.85281121401431,1298.8539465228525
5.728496903989859,10.444967006674112,7.226534623623647,10.984971435752428,100000000.0,2.5,1326.9566032825917,1002109233.594189,7.030778647296756,1319.925824635295
5.673391263087016,10.206886606380799,7.520564354977028,11.897293505192879,100000000.0,2.5,1320.3426062967574,1001964064.5200928,6.546881733642749,1313.7957245631146
6.332253709285739,12.081455026589685,7.876483007975187,16.059935432040295,100000000.0,2.5,1289.6998861249717,1003171555.6280688,10.571852093562484,1279.1280340314092
5.181080596021041,10.87929422429472,8.702739900926069,12.717892594674671,100000000.0,2.5,1312.9839711769805,1003566826.1526687,11.889420508895455,1301.094550668085
4.997910508592026,12.250751404816395,7.661043563825694,19.14929055319385,100000000.0,2.5,1292.9404999485546,1001588587.7872903,5.295292624301055,1287.6452073242535
4.5204377614601166,9.76279799958766,7.709965096196504,11.732640637356202,100000000.0,2.5,1463.848469595279,1004443194.5668865,14.81064855628847,1449.0378210389906
6.053784929995031,11.117410499351077,3.2463856966651172,11.916233618664299,100000000.0,2.5,1353.466649755963,1000871260.5619298,2.9042018730992822,1350.5624478828638
5.252891355779354,10.325450483140845,11.057193965573703,10.009169196801944,100000000.0,2.5,1303.251916404472,1002162140.2091622,7.207134030540601,1296.0447823739314
5.029351248176409,11.099723797119163,3.238312475636193,10.886404776031428,100000000.0,2.5,1465.8854473220572,893226355.570889,0,1465.8854473220572
5.2808695937839865,10.564126941676383,2.541725982212163,11.886420442455229,100000000.0,2.5,1464.056144833363,1002173479.5610384,7.244931870127857,1456.8112129632352
4.555886815904963,11.096817124615553,15.279423311619809,10.586156822162426,100000000.0,2.5,1281.6111935514973,1003714624.9100232,12.382083033410709,1269.2291105180866
5.63951246139978,11.905963030759526,4.620991239060991,12.962020716623588,100000000.0,2.5,1337.5233559415103,1003770407.5747358,12.568025249118818,1324.9553306923915
4.846778060532954,11.335167222306497,9.785865719639611,14.35203797142545,100000000.0,2.5,1300.0787798102506,1002061700.1398009,6.872333799336047,1293.2064460109145
