p_0,alpha,d2,q_pereg,pist_omega,Cq,V_max,p_max,shtraf,fit
55000000.0,16.5,12.5,25.5,85.0,20.0,110.30489105814748,143664839.1329723,0,110.30489105814748
55000000.0,16.5,12.5,25.5,85.0,20.0,110.30489105814748,143664839.1329723,0,110.30489105814748
55000001.34110451,16.5,12.5,25.5,85.0,20.0,110.30489357560731,143670640.12207898,0,110.30489357560731
55000000.0,16.500000402331352,12.5,25.5,85.0,20.0,110.3048911464318,143664849.46387053,0,110.3048911464318
55000000.0,16.5,12.500000223517418,25.5,85.0,20.0,110.3048910453958,143664843.50256935,0,110.3048910453958
55000000.0,16.5,12.5,25.5000007301569,85.0,20.0,110.30489111186002,143664844.5943499,0,110.30489111186002
55000000.0,16.5,12.5,25.5,85.00000193715096,20.0,110.30488776542798,143667905.79539686,0,110.30488776542798
99999999.95833349,29.999999999592326,5.000000000014116,49.99999999957685,20.000000079054416,20.0,605.2578081114648,4209885835.894379,13839.543343577516,-13234.285535466051
59499999.995833345,17.849999999959234,11.75000000000141,27.949999999957683,78.50000000790544,20.0,133.2019831677001,194478671.85317266,0,133.2019831677001
59499999.995833345,17.849999999959234,11.75000000000141,27.949999999957683,78.50000000790544,20.0,133.2019831677001,194478671.85317266,0,133.2019831677001
59500001.33693785,17.849999999959234,11.75000000000141,27.949999999957683,78.50000000790544,20.0,133.20198558596888,194481276.09033522,0,133.20198558596888
59499999.995833345,17.850000402290586,11.75000000000141,27.949999999957683,78.50000000790544,20.0,133.201983190667,194478688.56791428,0,133.201983190667
59499999.995833345,17.849999999959234,11.750000223518828,27.949999999957683,78.50000000790544,20.0,133.20198320684256,194478681.32838622,0,133.20198320684256
59499999.995833345,17.849999999959234,11.75000000000141,27.95000073011458,78.50000000790544,20.0,133.20198323806233,194478679.342233,0,133.20198323806233
59499999.995833345,17.849999999959234,11.75000000000141,27.949999999957683,78.5000019450564,20.0,133.20197828308156,194477742.30100894,0,133.20197828308156
99999201.46969756,29.99976316102687,20.0,49.999564928073184,20.001453107242174,20.0,631.6156973297026,878007791.2122695,512.0311648490779,119.58453248062472
78593014.10509211,23.577905514543765,15.639394374925327,38.34508530916336,50.92134312830525,20.0,349.3515723025354,736590278.6972139,0,349.3515723025354
78593014.10509211,23.577905514543765,15.639394374925327,38.34508530916336,50.92134312830525,20.0,349.3515723025354,736590278.6972139,0,349.3515723025354
78593015.44619662,23.577905514543765,15.639394374925327,38.34508530916336,50.92134312830525,20.0,349.35158111540204,736590240.2518959,0,349.35158111540204
78593014.10509211,23.577905916875117,15.639394374925327,38.34508530916336,50.92134312830525,20.0,349.351572265578,736590284.0073289,0,349.351572265578
78593014.10509211,23.577905514543765,15.639394598442745,38.34508530916336,50.92134312830525,20.0,349.35157218755336,736590261.8246293,0,349.35157218755336
78593014.10509211,23.577905514543765,15.639394374925327,38.34508603932026,50.92134312830525,20.0,349.35157230894293,736590285.3726497,0,349.35157230894293
78593014.10509211,23.577905514543765,15.639394374925327,38.34508530916336,50.92134506545621,20.0,349.35155615402545,736590216.5261393,0,349.35155615402545
100000000.0,16.306117905175192,11.188108598123476,50.0,20.0,20.0,644.8428372287822,2498554717.772206,6994.218871088822,-6349.3760338600405
80733712.6945829,22.85072675360691,15.194265797245142,39.51057677824702,47.82920881547473,20.0,390.45498068017395,924278112.2521851,697.1124490087404,-306.6574683285665
78807083.96404119,23.505187638450078,15.594881517157308,38.46163445607172,50.612129697022205,20.0,353.35442010714684,754072251.1596736,16.289004638694223,337.0654154684526
78619376.9673261,23.568950254056286,15.633912583407637,38.359438423228646,50.8832632644242,20.0,349.84391714937385,738653315.2956821,0,349.84391714937385
78619376.9673261,23.568950254056286,15.633912583407637,38.359438423228646,50.8832632644242,20.0,349.84391714937385,738653315.2956821,0,349.84391714937385
78619378.30843061,23.568950254056286,15.633912583407637,38.359438423228646,50.8832632644242,20.0,349.8439257552004,738653292.907901,0,349.8439257552004
78619376.9673261,23.56895065638764,15.633912583407637,38.359438423228646,50.8832632644242,20.0,349.8439171120039,738653320.8291857,0,349.8439171120039
78619376.9673261,23.568950254056286,15.633912806925055,38.359438423228646,50.8832632644242,20.0,349.84391703575227,738653298.7475251,0,349.84391703575227
78619376.9673261,23.568950254056286,15.633912583407637,38.359439153385544,50.8832632644242,20.0,349.84391715158483,738653321.5619011,0,349.84391715158483
78619376.9673261,23.568950254056286,15.633912583407637,38.359438423228646,50.883265201575156,20.0,349.84390099873764,738653254.0545772,0,349.84390099873764
81067074.36271787,3.0004476990075286,5.0002378838390635,1.000019577362235,20.0,20.0,593.1449481664818,822834549.4870874,291.33819794834926,301.8067502181325
79664221.97989844,14.788903606466466,11.094731393740016,22.411877859903242,37.70016977642095,20.0,464.1696707692987,1012791914.5732425,1051.16765829297,-586.9979875236712
78723861.46858335,22.690945589297304,15.179994464440876,36.7646823668961,49.564953915623875,20.0,361.76590201201486,789461435.2162954,157.84574086518114,203.92016114683372
78629825.41745183,23.48114978758039,15.588520771510963,38.199962817595384,50.75143232954417,20.0,351.0402170921054,743755568.9367436,0,351.0402170921054
78629825.41745183,23.48114978758039,15.588520771510963,38.199962817595384,50.75143232954417,20.0,351.0402170921054,743755568.9367436,0,351.0402170921054
78629826.75855634,23.48114978758039,15.588520771510963,38.199962817595384,50.75143232954417,20.0,351.0402257083505,743755538.5910659,0,351.0402257083505
78629825.41745183,23.48115018991174,15.588520771510963,38.199962817595384,50.75143232954417,20.0,351.04021705426254,743755574.7341514,0,351.04021705426254
78629825.41745183,23.48114978758039,15.58852099502838,38.199962817595384,50.75143232954417,20.0,351.0402169893315,743755552.6892599,0,351.0402169893315
78629825.41745183,23.48114978758039,15.588520771510963,38.19996354775228,50.75143232954417,20.0,351.0402170943523,743755575.3246775,0,351.0402170943523
78629825.41745183,23.48114978758039,15.588520771510963,38.199962817595384,50.75143426669513,20.0,351.0402009182933,743755507.0769016,0,351.0402009182933
100000000.0,3.0,5.0,45.588356219694994,20.0,20.0,666.936494863748,1406949193.722253,2627.7967748890123,-1960.8602800252643
80766842.87570664,21.43303480882235,14.529668694359867,38.93880215780535,47.676289096589755,20.0,391.8905789924253,949995437.0302037,799.9817481208147,-408.0911691283894
78843527.16327731,23.276338289704583,15.482635563795853,38.27384675161638,50.44391800624872,20.0,355.07263990777864,764012324.4193304,56.04929767732119,299.02334223045744
78651195.59203437,23.460668637792807,15.577932250739451,38.20735121099749,50.72068089721462,20.0,351.44199021359066,745637817.897679,0,351.44199021359066
78651195.59203437,23.460668637792807,15.577932250739451,38.20735121099749,50.72068089721462,20.0,351.44199021359066,745637817.897679,0,351.44199021359066
78651196.93313888,23.460668637792807,15.577932250739451,38.20735121099749,50.72068089721462,20.0,351.44199908242297,745637924.7066586,0,351.44199908242297
78651195.59203437,23.46066904012416,15.577932250739451,38.20735121099749,50.72068089721462,20.0,351.44199017666654,745637823.7619945,0,351.44199017666654
78651195.59203437,23.460668637792807,15.577932474256869,38.20735121099749,50.72068089721462,20.0,351.44199011530327,745637801.8953601,0,351.44199011530327
78651195.59203437,23.460668637792807,15.577932250739451,38.207351941154386,50.72068089721462,20.0,351.44199020827466,745637822.412282,0,351.44199020827466
78651195.59203437,23.460668637792807,15.577932250739451,38.20735121099749,50.720682834365576,20.0,351.44197402235244,745637758.4028047,0,351.44197402235244
100000000.0,3.0,5.0,21.68762833595284,20.0,20.0,666.7083115082206,1534418608.2330902,3137.67443293236,-2470.9661214241396
80786076.03283094,21.414601774013526,14.520139025665506,36.55537892349302,47.648612807493166,20.0,392.21152090799603,926733223.8195901,706.9328952783603,-314.7213743703643
78864683.63611403,23.256061951414882,15.472152928232056,38.042153982247044,50.41347408824248,20.0,355.46859897583613,764289384.4777871,57.15753791114821,298.3110610646879
78672544.39644234,23.440207969155015,15.56735431848871,38.19083148812244,50.68996021631741,20.0,351.84317357290996,747337722.073521,0,351.84317357290996
78672544.39644234,23.440207969155015,15.56735431848871,38.19083148812244,50.68996021631741,20.0,351.84317357290996,747337722.073521,0,351.84317357290996
78672545.73754685,23.440207969155015,15.56735431848871,38.19083148812244,50.68996021631741,20.0,351.843182221628,747337842.5000217,0,351.843182221628
78672544.39644234,23.440208371486367,15.56735431848871,38.19083148812244,50.68996021631741,20.0,351.84317353490735,747337728.0957155,0,351.84317353490735
78672544.39644234,23.440207969155015,15.567354542006129,38.19083148812244,50.68996021631741,20.0,351.84317347525666,747337706.1881537,0,351.84317347525666
78672544.39644234,23.440207969155015,15.56735431848871,38.19083221827934,50.68996021631741,20.0,351.8431735695269,747337726.3913746,0,351.8431735695269
78672544.39644234,23.440207969155015,15.56735431848871,38.19083148812244,50.689962153468365,20.0,351.8431573774045,747337665.9764633,0,351.8431573774045
80275337.87882617,3.0,5.0,49.999863344403785,20.0,20.0,585.8991466961995,1284866228.0082343,2139.464912032937,-1553.5657653367373
78832823.74468072,21.396187172239514,14.51061888663984,39.371734673750574,47.62096419468567,20.0,379.0163505192907,902664709.7624528,610.6588390498114,-231.64248853052067
78688572.33126618,23.235805889463464,15.461680775303822,38.308921806685255,50.38306061415423,20.0,354.5803213649856,763242832.7017311,52.971330806924016,301.6089905580616
78674147.18992473,23.41976776118586,15.556786964170223,38.20264051997873,50.65927025610109,20.0,352.11715449175233,748886546.0123283,0,352.11715449175233
78674147.18992473,23.41976776118586,15.556786964170223,38.20264051997873,50.65927025610109,20.0,352.11715449175233,748886546.0123283,0,352.11715449175233
78674148.53102924,23.41976776118586,15.556786964170223,38.20264051997873,50.65927025610109,20.0,352.11716336489934,748886758.0160575,0,352.11716336489934
78674147.18992473,23.41976816351721,15.556786964170223,38.20264051997873,50.65927025610109,20.0,352.11715445409095,748886552.1321878,0,352.11715445409095
78674147.18992473,23.41976776118586,15.556787187687641,38.20264051997873,50.65927025610109,20.0,352.1171543988044,748886530.4409955,0,352.1171543988044
78674147.18992473,23.41976776118586,15.556786964170223,38.20264125013563,50.65927025610109,20.0,352.1171544846659,748886549.1209794,0,352.1171544846659
78674147.18992473,23.41976776118586,15.556786964170223,38.20264051997873,50.65927219325204,20.0,352.11713830452464,748886491.489479,0,352.11713830452464
81263275.17657639,3.0000149010381456,5.000005985167562,50.0,20.000033769620362,20.0,590.3761543162182,1304403810.8774,2217.615243509599,-1627.239089193381
78933059.9885899,21.377792475171088,14.501108866269957,39.382376467980855,47.593346607453014,20.0,379.9304806178599,906011383.90725,624.0455356289999,-244.11505501114
78700038.46979123,23.21557023258438,15.451219154380196,38.32061411477894,50.35267789123628,20.0,354.9159148209748,765071381.5873395,60.28552634935795,294.63038847161687
78676736.31791137,23.399348008325713,15.54623018319122,38.21443787945875,50.62861101961461,20.0,352.3969414649354,750488272.69566,1.9530907826397197,350.4438506822957
78674406.10272339,23.41772578589984,15.555731286072323,38.20382025592673,50.65620433245245,20.0,352.1449989368662,749047163.2021121,0,352.1449989368662
78674406.10272339,23.41772578589984,15.555731286072323,38.20382025592673,50.65620433245245,20.0,352.1449989368662,749047163.2021121,0,352.1449989368662
78674407.4438279,23.41772578589984,15.555731286072323,38.20382025592673,50.65620433245245,20.0,352.145007065709,749047261.4852258,0,352.145007065709
78674406.10272339,23.417726188231192,15.555731286072323,38.20382025592673,50.65620433245245,20.0,352.1449988981596,749047169.3082926,0,352.1449988981596
78674406.10272339,23.41772578589984,15.55573150958974,38.20382025592673,50.65620433245245,20.0,352.14499884137007,749047147.4427211,0,352.14499884137007
78674406.10272339,23.41772578589984,15.555731286072323,38.20382098608363,50.65620433245245,20.0,352.1449989358947,749047168.3281685,0,352.1449989358947
78674406.10272339,23.41772578589984,15.555731286072323,38.20382025592673,50.6562062696034,20.0,352.14498270565366,749047105.9258056,0,352.14498270565366
80265480.9463589,3.0,12.560790938066667,49.99911194866083,20.0,20.0,578.5810393888815,573428224.8061907,0,578.5810393888815
80265480.9463589,3.0,12.560790938066667,49.99911194866083,20.0,20.0,578.5810393888815,573428224.8061907,0,578.5810393888815
80265482.28746341,3.0,12.560790938066667,49.99911194866083,20.0,20.0,578.5810454907763,573428234.4224904,0,578.5810454907763
80265480.9463589,3.0000004023313522,12.560790938066667,49.99911194866083,20.0,20.0,578.5810419306348,573428319.3172333,0,578.5810419306348
80265480.9463589,3.0,12.560791161584085,49.99911194866083,20.0,20.0,578.5810391747917,573428229.2243614,0,578.5810391747917
80265480.9463589,3.0,12.560790938066667,49.99911267881773,20.0,20.0,578.5810393739978,573428227.4245007,0,578.5810393739978
80265480.9463589,3.0,12.560790938066667,49.99911194866083,20.000001937150955,20.0,578.5810322922479,573428216.1158966,0,578.5810322922479
79544738.69839801,29.999999817335304,5.50465806520228,1.0000001630495046,20.00000025275875,20.0,565.9669405836806,2090133112.2792354,5360.532449116941,-4794.565508533261
80193406.7215628,5.69999998173353,11.855177650780227,45.0992007700997,20.000000025275874,20.0,579.1550380610665,1317294380.8329408,2269.177523331763,-1690.0224852706965
80258273.52387929,3.269999998173353,12.490229609338023,49.50912083080472,20.00000000252759,20.0,580.0109714454024,635513576.4303132,0,580.0109714454024
80258273.52387929,3.269999998173353,12.490229609338023,49.50912083080472,20.00000000252759,20.0,580.0109714454024,635513576.4303132,0,580.0109714454024
80258274.8649838,3.269999998173353,12.490229609338023,49.50912083080472,20.00000000252759,20.0,580.0109775461275,635513582.5529836,0,580.0109775461275
80258273.52387929,3.2700004005047054,12.490229609338023,49.50912083080472,20.00000000252759,20.0,580.010973069164,635513675.6532031,0,580.010973069164
80258273.52387929,3.269999998173353,12.49022983285544,49.50912083080472,20.00000000252759,20.0,580.0109712163746,635513581.4945942,0,580.0109712163746
80258273.52387929,3.269999998173353,12.490229609338023,49.50912156096162,20.00000000252759,20.0,580.0109714319666,635513578.1217401,0,580.0109714319666
80258273.52387929,3.269999998173353,12.490229609338023,49.50912083080472,20.000001939678544,20.0,580.0109640984881,635513544.6916829,0,580.0109640984881
79679725.60978505,3.9205226784121647,5.0,1.0,20.0,20.0,584.1661845933634,846496607.6209941,385.98643048397616,198.1797541093872
80200418.73246986,3.335052266197234,11.74120664840422,44.65820874772425,20.000000002274827,20.0,580.4772405820505,601791579.9864764,0,580.4772405820505
80200418.73246986,3.335052266197234,11.74120664840422,44.65820874772425,20.000000002274827,20.0,580.4772405820505,601791579.9864764,0,580.4772405820505
80200420.07357436,3.335052266197234,11.74120664840422,44.65820874772425,20.000000002274827,20.0,580.4772468173846,601791594.5162874,0,580.4772468173846
80200418.73246986,3.3350526685285864,11.74120664840422,44.65820874772425,20.000000002274827,20.0,580.477242290228,601791670.7581441,0,580.477242290228
80200418.73246986,3.335052266197234,11.741206871921637,44.65820874772425,20.000000002274827,20.0,580.4772404072066,601791584.8148988,0,580.4772404072066
80200418.73246986,3.335052266197234,11.74120664840422,44.65820947788115,20.000000002274827,20.0,580.4772406367448,601791583.7469432,0,580.4772406367448
80200418.73246986,3.335052266197234,11.74120664840422,44.65820874772425,20.000001939425783,20.0,580.4772336709799,601791598.9134545,0,580.4772336709799
80429290.4302881,10.105260811134468,5.0,49.99999984180638,20.00000008569927,20.0,560.7684338162856,2752205069.493623,8008.82027797449,-7448.051844158204
80223305.90225168,4.012073120690958,11.0670859835638,45.192387857132466,20.000000010617274,20.0,582.5655922201095,749675614.6251881,0,582.5655922201095
80223305.90225168,4.012073120690958,11.0670859835638,45.192387857132466,20.000000010617274,20.0,582.5655922201095,749675614.6251881,0,582.5655922201095
80223307.24335618,4.012073120690958,11.0670859835638,45.192387857132466,20.000000010617274,20.0,582.5655982772304,749675633.6108664,0,582.5655982772304
80223305.90225168,4.01207352302231,11.0670859835638,45.192387857132466,20.000000010617274,20.0,582.5655923116765,749675716.9352696,0,582.5655923116765
80223305.90225168,4.012073120690958,11.067086207081218,45.192387857132466,20.000000010617274,20.0,582.5655920204438,749675621.2966241,0,582.5655920204438
80223305.90225168,4.012073120690958,11.0670859835638,45.192388587289365,20.000000010617274,20.0,582.5655922122514,749675617.7791872,0,582.5655922122514
80223305.90225168,4.012073120690958,11.0670859835638,45.192387857132466,20.00000194776823,20.0,582.5655841903673,749675654.6619276,0,582.5655841903673
80448931.64472975,4.258288307738664,5.0,49.999999768843544,20.000000122993946,20.0,586.6510614391675,949562133.6854444,798.2485347417773,-211.59747330260984
80245868.4764995,4.036694639395728,10.460377385207419,45.67314904830357,20.00000002185494,20.0,583.1878405400128,740461886.8437965,0,583.1878405400128
80245868.4764995,4.036694639395728,10.460377385207419,45.67314904830357,20.00000002185494,20.0,583.1878405400128,740461886.8437965,0,583.1878405400128
80245869.817604,4.036694639395728,10.460377385207419,45.67314904830357,20.00000002185494,20.0,583.1878466085152,740461900.5217619,0,583.1878466085152
80245868.4764995,4.03669504172708,10.460377385207419,45.67314904830357,20.00000002185494,20.0,583.1878406011866,740461987.0115201,0,583.1878406011866
80245868.4764995,4.036694639395728,10.460377608724837,45.67314904830357,20.00000002185494,20.0,583.1878403557979,740461893.5356364,0,583.1878403557979
80245868.4764995,4.036694639395728,10.460377385207419,45.67314977846047,20.00000002185494,20.0,583.1878405344391,740461890.8973725,0,583.1878405344391
80245868.4764995,4.036694639395728,10.460377385207419,45.67314904830357,20.000001959005896,20.0,583.1878325202276,740461872.6953185,0,583.1878325202276
80449909.26657906,4.171796656864484,5.000000032004656,50.0,20.0,20.0,586.5720214798145,949751132.5046867,799.0045300187467,-212.4325085389322
80266272.55550745,4.0502048411426035,9.914339649887143,46.10583414347321,20.000000019669447,20.0,583.7129997458015,730626325.6827155,0,583.7129997458015
80266272.55550745,4.0502048411426035,9.914339649887143,46.10583414347321,20.000000019669447,20.0,583.7129997458015,730626325.6827155,0,583.7129997458015
80266273.89661196,4.0502048411426035,9.914339649887143,46.10583414347321,20.000000019669447,20.0,583.7130058503645,730626345.4168614,0,583.7130058503645
80266272.55550745,4.050205243473956,9.914339649887143,46.10583414347321,20.000000019669447,20.0,583.7129998158528,730626423.5177747,0,583.7129998158528
80266272.55550745,4.0502048411426035,9.914339873404561,46.10583414347321,20.000000019669447,20.0,583.7129995770747,730626332.3450344,0,583.7129995770747
80266272.55550745,4.0502048411426035,9.914339649887143,46.10583487363011,20.000000019669447,20.0,583.7129997489999,730626331.3410212,0,583.7129997489999
80266272.55550745,4.0502048411426035,9.914339649887143,46.10583414347321,20.0000019568204,20.0,583.7129918910458,730626350.9700662,0,583.7129918910458
80450453.02369584,4.228641303808617,5.0,49.99999987088418,20.000000109470186,20.0,586.6315460002023,953109985.5560396,812.4399422241581,-225.8083962239558
80284690.60232629,4.0680484874092055,9.422905684898428,46.495250716214315,20.00000002864952,20.0,584.1614257540975,724231012.8855171,0,584.1614257540975
80284690.60232629,4.0680484874092055,9.422905684898428,46.495250716214315,20.00000002864952,20.0,584.1614257540975,724231012.8855171,0,584.1614257540975
80284691.9434308,4.0680484874092055,9.422905684898428,46.495250716214315,20.00000002864952,20.0,584.1614318884727,724231032.488641,0,584.1614318884727
80284690.60232629,4.068048889740558,9.422905684898428,46.495250716214315,20.00000002864952,20.0,584.1614258264567,724231108.9209707,0,584.1614258264567
80284690.60232629,4.0680484874092055,9.422905908415846,46.495250716214315,20.00000002864952,20.0,584.1614255994073,724231019.5591905,0,584.1614255994073
80284690.60232629,4.0680484874092055,9.422905684898428,46.49525144637121,20.00000002864952,20.0,584.1614257688981,724231020.9882245,0,584.1614257688981
80284690.60232629,4.0680484874092055,9.422905684898428,46.495250716214315,20.000001965800475,20.0,584.1614179978926,724231017.3126798,0,584.1614179978926
80451068.19241449,4.263105371184593,5.000000048764998,50.0,20.0,20.0,586.6647778678323,952172979.879368,808.6919195174714,-222.02714164963913
80301328.36133511,4.087554175786744,8.980615121285085,46.84572564459288,20.00000002578457,20.0,584.5455418001702,720071604.946329,0,584.5455418001702
80301328.36133511,4.087554175786744,8.980615121285085,46.84572564459288,20.00000002578457,20.0,584.5455418001702,720071604.946329,0,584.5455418001702
80301329.70243962,4.087554175786744,8.980615121285085,46.84572564459288,20.00000002578457,20.0,584.5455478599695,720071628.3056957,0,584.5455478599695
80301328.36133511,4.087554578118096,8.980615121285085,46.84572564459288,20.00000002578457,20.0,584.5455418549118,720071699.4513712,0,584.5455418549118
80301328.36133511,4.087554175786744,8.980615344802503,46.84572564459288,20.00000002578457,20.0,584.545541656003,720071611.6341587,0,584.545541656003
80301328.36133511,4.087554175786744,8.980615121285085,46.84572637474978,20.00000002578457,20.0,584.5455418348905,720071614.3157588,0,584.5455418348905
80301328.36133511,4.087554175786744,8.980615121285085,46.84572564459288,20.000001962935524,20.0,584.5455334070075,720071624.7713141,0,584.5455334070075
80451810.6340188,4.220863979140806,5.00003129097197,49.999970357472876,20.000002471286688,20.0,586.6303594095991,948272540.5753404,793.0901623013615,-206.45980289176237
80316376.58860347,4.10088515612215,8.582556738253775,47.161150115880886,20.00000027033478,20.0,584.8739108262808,715647424.0658236,0,584.8739108262808
80316376.58860347,4.10088515612215,8.582556738253775,47.161150115880886,20.00000027033478,20.0,584.8739108262808,715647424.0658236,0,584.8739108262808
80316377.92970797,4.10088515612215,8.582556738253775,47.161150115880886,20.00000027033478,20.0,584.8739169680395,715647448.6391269,0,584.8739169680395
80316376.58860347,4.100885558453502,8.582556738253775,47.161150115880886,20.00000027033478,20.0,584.8739108859221,715647517.1331773,0,584.8739108859221
80316376.58860347,4.10088515612215,8.582556961771193,47.161150115880886,20.00000027033478,20.0,584.8739106944168,715647430.7570125,0,584.8739106944168
80316376.58860347,4.10088515612215,8.582556738253775,47.161150846037785,20.00000027033478,20.0,584.8739108619595,715647433.7351007,0,584.8739108619595
80316376.58860347,4.10088515612215,8.582556738253775,47.161150115880886,20.000002207485736,20.0,584.8739029469692,715647450.2483244,0,584.8739029469692
80452477.9791601,4.258686063742495,5.0,50.0,20.00000000081173,20.0,586.6675385504312,949198861.1340126,796.7954445360501,-210.1279059856189
80329986.72765914,4.1166652468841844,8.224301064428396,47.44503510429279,20.000000243382477,20.0,585.15601856625,712454529.5460327,0,585.15601856625
80329986.72765914,4.1166652468841844,8.224301064428396,47.44503510429279,20.000000243382477,20.0,585.15601856625,712454529.5460327,0,585.15601856625
80329988.06876364,4.1166652468841844,8.224301064428396,47.44503510429279,20.000000243382477,20.0,585.1560246866219,712454556.2097948,0,585.1560246866219
80329986.72765914,4.116665649215537,8.224301064428396,47.44503510429279,20.000000243382477,20.0,585.1560186049421,712454621.4269613,0,585.1560186049421
80329986.72765914,4.1166652468841844,8.224301287945813,47.44503510429279,20.000000243382477,20.0,585.1560184432825,712454536.248267,0,585.1560184432825
80329986.72765914,4.1166652468841844,8.224301064428396,47.44503583444969,20.000000243382477,20.0,585.1560186089413,712454538.4641507,0,585.1560186089413
80329986.72765914,4.1166652468841844,8.224301064428396,47.44503510429279,20.000002180533432,20.0,585.1560105018607,712454574.912315,0,585.1560105018607
80453329.92911199,4.200274551563405,5.0000006995717605,49.999998951948626,20.0000002517154,20.0,586.6168764293092,952162365.857883,808.6494634315318,-222.0325870022226
80342321.04780443,4.125026177352106,7.901871027942732,47.70053148905838,20.00000024421577,20.0,585.3976449857416,707934662.4017341,0,585.3976449857416
80342321.04780443,4.125026177352106,7.901871027942732,47.70053148905838,20.00000024421577,20.0,585.3976449857416,707934662.4017341,0,585.3976449857416
80342322.38890894,4.125026177352106,7.901871027942732,47.70053148905838,20.00000024421577,20.0,585.3976511232418,707934682.453009,0,585.3976511232418
80342321.04780443,4.125026579683459,7.901871027942732,47.70053148905838,20.00000024421577,20.0,585.3976450125383,707934753.1744901,0,585.3976450125383
80342321.04780443,4.125026177352106,7.90187125146015,47.70053148905838,20.00000024421577,20.0,585.3976448713485,707934669.100488,0,585.3976448713485
80342321.04780443,4.125026177352106,7.901871027942732,47.700532219215276,20.00000024421577,20.0,585.3976450285744,707934670.7822255,0,585.3976450285744
80342321.04780443,4.125026177352106,7.901871027942732,47.70053148905838,20.000002181366725,20.0,585.3976372185133,707934663.6411165,0,585.3976372185133
80454143.79259373,4.168277878347817,5.000000054723983,49.999999982055336,20.0,20.0,587.0608389762563,949869415.96354,799.4776638541598,-212.41682487790354
80353503.32228336,4.129351347451678,7.611683930620858,47.93047833835808,20.00000021979419,20.0,585.6048201627364,702769325.2304678,0,585.6048201627364
80353503.32228336,4.129351347451678,7.611683930620858,47.93047833835808,20.00000021979419,20.0,585.6048201627364,702769325.2304678,0,585.6048201627364
80353504.66338786,4.129351347451678,7.611683930620858,47.93047833835808,20.00000021979419,20.0,585.6048263802252,702769344.1455139,0,585.6048263802252
80353503.32228336,4.12935174978303,7.611683930620858,47.93047833835808,20.00000021979419,20.0,585.6048201949698,702769414.7924668,0,585.6048201949698
80353503.32228336,4.129351347451678,7.611684154138276,47.93047833835808,20.00000021979419,20.0,585.604820058409,702769331.922445,0,585.604820058409
80353503.32228336,4.129351347451678,7.611683930620858,47.93047906851498,20.00000021979419,20.0,585.6048202024797,702769332.2562414,0,585.6048202024797
80353503.32228336,4.129351347451678,7.611683930620858,47.93047833835808,20.000002156945147,20.0,585.6048127669536,702769336.3975691,0,585.6048127669536
80454857.20496717,4.196207012964209,5.0,50.0,20.000000006796075,20.0,586.6197078475554,950199217.7817643,800.7968711270569,-214.17716327950143
80363638.71055174,4.136036914002931,7.350515537558772,48.137430504522264,20.00000019849438,20.0,585.7808493210339,698376061.6832535,0,585.7808493210339
80363638.71055174,4.136036914002931,7.350515537558772,48.137430504522264,20.00000019849438,20.0,585.7808493210339,698376061.6832535,0,585.7808493210339
80363640.05165625,4.136036914002931,7.350515537558772,48.137430504522264,20.00000019849438,20.0,585.7808554611205,698376074.8926666,0,585.7808554611205
80363638.71055174,4.136037316334283,7.350515537558772,48.137430504522264,20.00000019849438,20.0,585.7808493505835,698376150.35843,0,585.7808493505835
80363638.71055174,4.136036914002931,7.35051576107619,48.137430504522264,20.00000019849438,20.0,585.7808492253431,698376068.3705698,0,585.7808492253431
80363638.71055174,4.136036914002931,7.350515537558772,48.13743123467916,20.00000019849438,20.0,585.780849361065,698376067.7799046,0,585.780849361065
80363638.71055174,4.136036914002931,7.350515537558772,48.137430504522264,20.000002135645335,20.0,585.7808414412996,698376038.980608,0,585.7808414412996
80455481.97338454,4.196454344084826,5.0000094895141585,49.99998937573319,20.000001583292125,20.0,586.6227984200681,947601627.2167189,790.4065088668754,-203.78371044680728
80372823.03683501,4.142078657011121,7.1154649327543105,48.323686391643356,20.000000336974153,20.0,585.9276503568867,694103498.7151308,0,585.9276503568867
80372823.03683501,4.142078657011121,7.1154649327543105,48.323686391643356,20.000000336974153,20.0,585.9276503568867,694103498.7151308,0,585.9276503568867
80372824.37793952,4.142078657011121,7.1154649327543105,48.323686391643356,20.000000336974153,20.0,585.9276564563431,694103512.9315697,0,585.9276564563431
80372823.03683501,4.142079059342473,7.1154649327543105,48.323686391643356,20.000000336974153,20.0,585.9276504091046,694103586.5443155,0,585.9276504091046
80372823.03683501,4.142078657011121,7.115465156271728,48.323686391643356,20.000000336974153,20.0,585.9276502722073,694103505.4038048,0,585.9276502722073
80372823.03683501,4.142078657011121,7.1154649327543105,48.323687121800255,20.000000336974153,20.0,585.9276503972168,694103503.358516,0,585.9276503972168
